index,code,description
1214,451140,Musical Instrument and Supplies Stores
1215,4512,Book Stores and News Dealers
1216,45121,Book Stores and News Dealers
1217,451211,Book Stores
1218,451212,News Dealers and Newsstands
1219,452,General Merchandise Stores
1220,4521,Department Stores
1221,45211,Department Stores
1222,452111,Department Stores (except Discount Department Stores)
1223,452112,Discount Department Stores
1224,4529,Other General Merchandise Stores
1225,45291,Warehouse Clubs and Supercenters
1226,452910,Warehouse Clubs and Supercenters
1227,45299,All Other General Merchandise Stores
1228,452990,All Other General Merchandise Stores
1229,453,Miscellaneous Store Retailers
1230,4531,Florists
1231,45311,Florists
1232,453110,Florists
1233,4532,"Office Supplies, Stationery, and Gift Stores"
1234,45321,Office Supplies and Stationery Stores
1235,453210,Office Supplies and Stationery Stores
1236,45322,"Gift, Novelty, and Souvenir Stores"
1237,453220,"Gift, Novelty, and Souvenir Stores"
1238,4533,Used Merchandise Stores
1239,45331,Used Merchandise Stores
1240,453310,Used Merchandise Stores
1241,4539,Other Miscellaneous Store Retailers
1242,45391,Pet and Pet Supplies Stores
1243,453910,Pet and Pet Supplies Stores
1244,45392,Art Dealers
1245,453920,Art Dealers
1246,45393,Manufactured (Mobile) Home Dealers
1247,453930,Manufactured (Mobile) Home Dealers
1248,45399,All Other Miscellaneous Store Retailers
1249,453991,Tobacco Stores
1250,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
1251,454,Nonstore Retailers
1252,4541,Electronic Shopping and Mail-Order Houses
1253,45411,Electronic Shopping and Mail-Order Houses
1254,454111,Electronic Shopping
1255,454112,Electronic Auctions
1256,454113,Mail-Order Houses
1257,4542,Vending Machine Operators
1258,45421,Vending Machine Operators
1259,454210,Vending Machine Operators
1260,4543,Direct Selling Establishments
1261,45431,Fuel Dealers
1262,454310,Fuel Dealers
1263,45439,Other Direct Selling Establishments
1264,454390,Other Direct Selling Establishments
1265,48,Transportation and Warehousing
1266,49,Transportation and Warehousing
1267,481,Air Transportation
1268,4811,Scheduled Air Transportation
1269,48111,Scheduled Air Transportation
1270,481111,Scheduled Passenger Air Transportation
1271,481112,Scheduled Freight Air Transportation
1272,4812,Nonscheduled Air Transportation
1273,48121,Nonscheduled Air Transportation
1274,481211,Nonscheduled Chartered Passenger Air Transportation
1275,481212,Nonscheduled Chartered Freight Air Transportation
1276,481219,Other Nonscheduled Air Transportation
1277,482,Rail Transportation
1278,4821,Rail Transportation
1279,48211,Rail Transportation
1280,482111,Line-Haul Railroads
1281,482112,Short Line Railroads
1282,483,Water Transportation
1283,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation"
1284,48311,"Deep Sea, Coastal, and Great Lakes Water Transportation"
1285,483111,Deep Sea Freight Transportation
1286,483112,Deep Sea Passenger Transportation
1287,483113,Coastal and Great Lakes Freight Transportation
1288,483114,Coastal and Great Lakes Passenger Transportation
1289,4832,Inland Water Transportation
1290,48321,Inland Water Transportation
1291,483211,Inland Water Freight Transportation
1292,483212,Inland Water Passenger Transportation
1293,484,Truck Transportation
1294,4841,General Freight Trucking
1295,48411,"General Freight Trucking, Local"
1296,484110,"General Freight Trucking, Local"
1297,48412,"General Freight Trucking, Long-Distance"
1298,484121,"General Freight Trucking, Long-Distance, Truckload"
1299,484122,"General Freight Trucking, Long-Distance, Less Than Truckload"
1300,4842,Specialized Freight Trucking
1301,48421,Used Household and Office Goods Moving
1302,484210,Used Household and Office Goods Moving
1303,48422,"Specialized Freight (except Used Goods) Trucking, Local"
1304,484220,"Specialized Freight (except Used Goods) Trucking, Local"
1305,48423,"Specialized Freight (except Used Goods) Trucking, Long-Distance"
1306,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance"
1307,485,Transit and Ground Passenger Transportation
1308,4851,Urban Transit Systems
1309,48511,Urban Transit Systems
1310,485111,Mixed Mode Transit Systems
1311,485112,Commuter Rail Systems
1312,485113,Bus and Other Motor Vehicle Transit Systems
1313,485119,Other Urban Transit Systems
1314,4852,Interurban and Rural Bus Transportation
1315,48521,Interurban and Rural Bus Transportation
1316,485210,Interurban and Rural Bus Transportation
1317,4853,Taxi and Limousine Service
1318,48531,Taxi Service
1319,485310,Taxi Service
1320,48532,Limousine Service
1321,485320,Limousine Service
1322,4854,School and Employee Bus Transportation
1323,48541,School and Employee Bus Transportation
1324,485410,School and Employee Bus Transportation
1325,4855,Charter Bus Industry
1326,48551,Charter Bus Industry
1327,485510,Charter Bus Industry
1328,4859,Other Transit and Ground Passenger Transportation
1329,48599,Other Transit and Ground Passenger Transportation
1330,485991,Special Needs Transportation
1331,485999,All Other Transit and Ground Passenger Transportation
1332,486,Pipeline Transportation
1333,4861,Pipeline Transportation of Crude Oil
1334,48611,Pipeline Transportation of Crude Oil
1335,486110,Pipeline Transportation of Crude Oil
1336,4862,Pipeline Transportation of Natural Gas
1337,48621,Pipeline Transportation of Natural Gas
1338,486210,Pipeline Transportation of Natural Gas
1339,4869,Other Pipeline Transportation
1340,48691,Pipeline Transportation of Refined Petroleum Products
1341,486910,Pipeline Transportation of Refined Petroleum Products
1342,48699,All Other Pipeline Transportation
1343,486990,All Other Pipeline Transportation
1344,487,Scenic and Sightseeing Transportation
1345,4871,"Scenic and Sightseeing Transportation, Land"
1346,48711,"Scenic and Sightseeing Transportation, Land"
1347,487110,"Scenic and Sightseeing Transportation, Land"
1348,4872,"Scenic and Sightseeing Transportation, Water"
1349,48721,"Scenic and Sightseeing Transportation, Water"
1350,487210,"Scenic and Sightseeing Transportation, Water"
1351,4879,"Scenic and Sightseeing Transportation, Other"
1352,48799,"Scenic and Sightseeing Transportation, Other"
1353,487990,"Scenic and Sightseeing Transportation, Other"
1354,488,Support Activities for Transportation
1355,4881,Support Activities for Air Transportation
1356,48811,Airport Operations
1357,488111,Air Traffic Control
1358,488119,Other Airport Operations
1359,48819,Other Support Activities for Air Transportation
1360,488190,Other Support Activities for Air Transportation
1361,4882,Support Activities for Rail Transportation
1362,48821,Support Activities for Rail Transportation
1363,488210,Support Activities for Rail Transportation
1364,4883,Support Activities for Water Transportation
1365,48831,Port and Harbor Operations
1366,488310,Port and Harbor Operations
1367,48832,Marine Cargo Handling
1368,488320,Marine Cargo Handling
1369,48833,Navigational Services to Shipping
1370,488330,Navigational Services to Shipping
1371,48839,Other Support Activities for Water Transportation
1372,488390,Other Support Activities for Water Transportation
1373,4884,Support Activities for Road Transportation
1374,48841,Motor Vehicle Towing
1375,488410,Motor Vehicle Towing
1376,48849,Other Support Activities for Road Transportation
1377,488490,Other Support Activities for Road Transportation
1378,4885,Freight Transportation Arrangement
1379,48851,Freight Transportation Arrangement
1380,488510,Freight Transportation Arrangement
1381,4889,Other Support Activities for Transportation
1382,48899,Other Support Activities for Transportation
1383,488991,Packing and Crating
1384,488999,All Other Support Activities for Transportation
1385,491,Postal Service
1386,4911,Postal Service
1387,49111,Postal Service
1388,491110,Postal Service
1389,492,Couriers and Messengers
1390,4921,Couriers and Express Delivery Services
1391,49211,Couriers and Express Delivery Services
1392,492110,Couriers and Express Delivery Services
1393,4922,Local Messengers and Local Delivery
1394,49221,Local Messengers and Local Delivery
1395,492210,Local Messengers and Local Delivery
1396,493,Warehousing and Storage
1397,4931,Warehousing and Storage
1398,49311,General Warehousing and Storage
1399,493110,General Warehousing and Storage
1400,49312,Refrigerated Warehousing and Storage
1401,493120,Refrigerated Warehousing and Storage
1402,49313,Farm Product Warehousing and Storage
1403,493130,Farm Product Warehousing and Storage
1404,49319,Other Warehousing and Storage
1405,493190,Other Warehousing and Storage
1406,51,Information
1407,511,Publishing Industries (except Internet)
1408,5111,"Newspaper, Periodical, Book, and Directory Publishers"
1409,51111,Newspaper Publishers
1410,511110,Newspaper Publishers
1411,51112,Periodical Publishers
1412,511120,Periodical Publishers
1413,51113,Book Publishers
1414,511130,Book Publishers
1415,51114,Directory and Mailing List Publishers
1416,511140,Directory and Mailing List Publishers
1417,51119,Other Publishers
1418,511191,Greeting Card Publishers
1419,511199,All Other Publishers
1420,5112,Software Publishers
1421,51121,Software Publishers
1422,511210,Software Publishers
1423,512,Motion Picture and Sound Recording Industries
1424,5121,Motion Picture and Video Industries
1425,51211,Motion Picture and Video Production
1426,512110,Motion Picture and Video Production
1427,51212,Motion Picture and Video Distribution
1428,512120,Motion Picture and Video Distribution
1429,51213,Motion Picture and Video Exhibition
1430,512131,Motion Picture Theaters (except Drive-Ins)
1431,512132,Drive-In Motion Picture Theaters
1432,51219,Postproduction Services and Other Motion Picture and Video Industries
1433,512191,Teleproduction and Other Postproduction Services
1434,512199,Other Motion Picture and Video Industries
1435,5122,Sound Recording Industries
1436,51221,Record Production
1437,512210,Record Production
1438,51222,Integrated Record Production/Distribution
1439,512220,Integrated Record Production/Distribution
1440,51223,Music Publishers
1441,512230,Music Publishers
1442,51224,Sound Recording Studios
1443,512240,Sound Recording Studios
1444,51229,Other Sound Recording Industries
1445,512290,Other Sound Recording Industries
1446,515,Broadcasting (except Internet)
1447,5151,Radio and Television Broadcasting
1448,51511,Radio Broadcasting
1449,515111,Radio Networks
1450,515112,Radio Stations
1451,51512,Television Broadcasting
1452,515120,Television Broadcasting
1453,5152,Cable and Other Subscription Programming
1454,51521,Cable and Other Subscription Programming
1455,515210,Cable and Other Subscription Programming
1456,517,Telecommunications
1457,5171,Wired Telecommunications Carriers
1458,51711,Wired Telecommunications Carriers
1459,517110,Wired Telecommunications Carriers
1460,5172,Wireless Telecommunications Carriers (except Satellite)
1461,51721,Wireless Telecommunications Carriers (except Satellite)
1462,517210,Wireless Telecommunications Carriers (except Satellite)
1463,5174,Satellite Telecommunications
1464,51741,Satellite Telecommunications
1465,517410,Satellite Telecommunications
1466,5179,Other Telecommunications
1467,51791,Other Telecommunications
1468,517911,Telecommunications Resellers
1469,517919,All Other Telecommunications
1470,518,"Data Processing, Hosting, and Related Services"
1471,5182,"Data Processing, Hosting, and Related Services"
1472,51821,"Data Processing, Hosting, and Related Services"
1473,518210,"Data Processing, Hosting, and Related Services"
1474,519,Other Information Services
1475,5191,Other Information Services
1476,51911,News Syndicates
1477,519110,News Syndicates
1478,51912,Libraries and Archives
1479,519120,Libraries and Archives
1480,51913,Internet Publishing and Broadcasting and Web Search Portals
1481,519130,Internet Publishing and Broadcasting and Web Search Portals
1482,51919,All Other Information Services
1483,519190,All Other Information Services
1484,52,Finance and Insurance
1485,521,Monetary Authorities-Central Bank
1486,5211,Monetary Authorities-Central Bank
1487,52111,Monetary Authorities-Central Bank
1488,521110,Monetary Authorities-Central Bank
1489,522,Credit Intermediation and Related Activities
1490,5221,Depository Credit Intermediation
1491,52211,Commercial Banking
1492,522110,Commercial Banking
1493,52212,Savings Institutions
1494,522120,Savings Institutions
1495,52213,Credit Unions
1496,522130,Credit Unions
1497,52219,Other Depository Credit Intermediation
1498,522190,Other Depository Credit Intermediation
1499,5222,Nondepository Credit Intermediation
1500,52221,Credit Card Issuing
1501,522210,Credit Card Issuing
1502,52222,Sales Financing
1503,522220,Sales Financing
1504,52229,Other Nondepository Credit Intermediation
1505,522291,Consumer Lending
1506,522292,Real Estate Credit
1507,522293,International Trade Financing
1508,522294,Secondary Market Financing
1509,522298,All Other Nondepository Credit Intermediation
1510,5223,Activities Related to Credit Intermediation
1511,52231,Mortgage and Nonmortgage Loan Brokers
1512,522310,Mortgage and Nonmortgage Loan Brokers
1513,52232,"Financial Transactions Processing, Reserve, and Clearinghouse Activities"
1514,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities"
1515,52239,Other Activities Related to Credit Intermediation
1516,522390,Other Activities Related to Credit Intermediation
1517,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities"
1518,5231,Securities and Commodity Contracts Intermediation and Brokerage
1519,52311,Investment Banking and Securities Dealing
1520,523110,Investment Banking and Securities Dealing
1521,52312,Securities Brokerage
1522,523120,Securities Brokerage
1523,52313,Commodity Contracts Dealing
1524,523130,Commodity Contracts Dealing
1525,52314,Commodity Contracts Brokerage
1526,523140,Commodity Contracts Brokerage
1527,5232,Securities and Commodity Exchanges
1528,52321,Securities and Commodity Exchanges
1529,523210,Securities and Commodity Exchanges
1530,5239,Other Financial Investment Activities
1531,52391,Miscellaneous Intermediation
1532,523910,Miscellaneous Intermediation
1533,52392,Portfolio Management
1534,523920,Portfolio Management
1535,52393,Investment Advice
1536,523930,Investment Advice
1537,52399,All Other Financial Investment Activities
1538,523991,"Trust, Fiduciary, and Custody Activities"
1539,523999,Miscellaneous Financial Investment Activities
1540,524,Insurance Carriers and Related Activities
1541,5241,Insurance Carriers
1542,52411,"Direct Life, Health, and Medical Insurance Carriers"
1543,524113,Direct Life Insurance Carriers
1544,524114,Direct Health and Medical Insurance Carriers
1545,52412,"Direct Insurance (except Life, Health, and Medical) Carriers"
1546,524126,Direct Property and Casualty Insurance Carriers
1547,524127,Direct Title Insurance Carriers
1548,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers"
1549,52413,Reinsurance Carriers
1550,524130,Reinsurance Carriers
1551,5242,"Agencies, Brokerages, and Other Insurance Related Activities"
1552,52421,Insurance Agencies and Brokerages
1553,524210,Insurance Agencies and Brokerages
1554,52429,Other Insurance Related Activities
1555,524291,Claims Adjusting
1556,524292,Third Party Administration of Insurance and Pension Funds
1557,524298,All Other Insurance Related Activities
1558,525,"Funds, Trusts, and Other Financial Vehicles"
1559,5251,Insurance and Employee Benefit Funds
1560,52511,Pension Funds
1561,525110,Pension Funds
1562,52512,Health and Welfare Funds
1563,525120,Health and Welfare Funds
1564,52519,Other Insurance Funds
1565,525190,Other Insurance Funds
1566,5259,Other Investment Pools and Funds
1567,52591,Open-End Investment Funds
1568,525910,Open-End Investment Funds
1569,52592,"Trusts, Estates, and Agency Accounts"
1570,525920,"Trusts, Estates, and Agency Accounts"
1571,52599,Other Financial Vehicles
1572,525990,Other Financial Vehicles
1573,53,Real Estate and Rental and Leasing
1574,531,Real Estate
1575,5311,Lessors of Real Estate
1576,53111,Lessors of Residential Buildings and Dwellings
1577,531110,Lessors of Residential Buildings and Dwellings
1578,53112,Lessors of Nonresidential Buildings (except Miniwarehouses)
1579,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
1580,53113,Lessors of Miniwarehouses and Self-Storage Units
1581,531130,Lessors of Miniwarehouses and Self-Storage Units
1582,53119,Lessors of Other Real Estate Property
1583,531190,Lessors of Other Real Estate Property
1584,5312,Offices of Real Estate Agents and Brokers
1585,53121,Offices of Real Estate Agents and Brokers
1586,531210,Offices of Real Estate Agents and Brokers
1587,5313,Activities Related to Real Estate
1588,53131,Real Estate Property Managers
1589,531311,Residential Property Managers
1590,531312,Nonresidential Property Managers
1591,53132,Offices of Real Estate Appraisers
1592,531320,Offices of Real Estate Appraisers
1593,53139,Other Activities Related to Real Estate
1594,531390,Other Activities Related to Real Estate
1595,532,Rental and Leasing Services
1596,5321,Automotive Equipment Rental and Leasing
1597,53211,Passenger Car Rental and Leasing
1598,532111,Passenger Car Rental
1599,532112,Passenger Car Leasing
1600,53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1601,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1602,5322,Consumer Goods Rental
1603,53221,Consumer Electronics and Appliances Rental
1604,532210,Consumer Electronics and Appliances Rental
1605,53222,Formal Wear and Costume Rental
1606,532220,Formal Wear and Costume Rental
1607,53223,Video Tape and Disc Rental
1608,532230,Video Tape and Disc Rental
1609,53229,Other Consumer Goods Rental
1610,532291,Home Health Equipment Rental
1611,532292,Recreational Goods Rental
1612,532299,All Other Consumer Goods Rental
1613,5323,General Rental Centers
1614,53231,General Rental Centers
1615,532310,General Rental Centers
1616,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing
1617,53241,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1618,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
1619,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1620,53242,Office Machinery and Equipment Rental and Leasing
1621,532420,Office Machinery and Equipment Rental and Leasing
1622,53249,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
1623,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
1624,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1625,5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1626,53311,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1627,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1628,54,"Professional, Scientific, and Technical Services"
1629,541,"Professional, Scientific, and Technical Services"
1630,5411,Legal Services
1631,54111,Offices of Lawyers
1632,541110,Offices of Lawyers
1633,54112,Offices of Notaries
1634,541120,Offices of Notaries
1635,54119,Other Legal Services
1636,541191,Title Abstract and Settlement Offices
1637,541199,All Other Legal Services
1638,5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
1639,54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
1640,541211,Offices of Certified Public Accountants
1641,541213,Tax Preparation Services
1642,541214,Payroll Services
1643,541219,Other Accounting Services
1644,5413,"Architectural, Engineering, and Related Services"
1645,54131,Architectural Services
1646,541310,Architectural Services
1647,54132,Landscape Architectural Services
1648,541320,Landscape Architectural Services
1649,54133,Engineering Services
1650,541330,Engineering Services
1651,54134,Drafting Services
1652,541340,Drafting Services
1653,54135,Building Inspection Services
1654,541350,Building Inspection Services
1655,54136,Geophysical Surveying and Mapping Services
1656,541360,Geophysical Surveying and Mapping Services
1657,54137,Surveying and Mapping (except Geophysical) Services
1658,541370,Surveying and Mapping (except Geophysical) Services
1659,54138,Testing Laboratories
1660,541380,Testing Laboratories
1661,5414,Specialized Design Services
1662,54141,Interior Design Services
1663,541410,Interior Design Services
1664,54142,Industrial Design Services
1665,541420,Industrial Design Services
1666,54143,Graphic Design Services
1667,541430,Graphic Design Services
1668,54149,Other Specialized Design Services
1669,541490,Other Specialized Design Services
1670,5415,Computer Systems Design and Related Services
1671,54151,Computer Systems Design and Related Services
1672,541511,Custom Computer Programming Services
1673,541512,Computer Systems Design Services
1674,541513,Computer Facilities Management Services
1675,541519,Other Computer Related Services
1676,5416,"Management, Scientific, and Technical Consulting Services"
1677,54161,Management Consulting Services
1678,541611,Administrative Management and General Management Consulting Services
1679,541612,Human Resources Consulting Services
1680,541613,Marketing Consulting Services
1681,541614,"Process, Physical Distribution, and Logistics Consulting Services"
1682,541618,Other Management Consulting Services
1683,54162,Environmental Consulting Services
1684,541620,Environmental Consulting Services
1685,54169,Other Scientific and Technical Consulting Services
1686,541690,Other Scientific and Technical Consulting Services
1687,5417,Scientific Research and Development Services
1688,54171,"Research and Development in the Physical, Engineering, and Life Sciences"
1689,541711,Research and Development in Biotechnology
1690,541712,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)"
1691,54172,Research and Development in the Social Sciences and Humanities
1692,541720,Research and Development in the Social Sciences and Humanities
1693,5418,"Advertising, Public Relations, and Related Services"
1694,54181,Advertising Agencies
1695,541810,Advertising Agencies
1696,54182,Public Relations Agencies
1697,541820,Public Relations Agencies
1698,54183,Media Buying Agencies
1699,541830,Media Buying Agencies
1700,54184,Media Representatives
1701,541840,Media Representatives
1702,54185,Outdoor Advertising
1703,541850,Outdoor Advertising
1704,54186,Direct Mail Advertising
1705,541860,Direct Mail Advertising
1706,54187,Advertising Material Distribution Services
1707,541870,Advertising Material Distribution Services
1708,54189,Other Services Related to Advertising
1709,541890,Other Services Related to Advertising
1710,5419,"Other Professional, Scientific, and Technical Services"
1711,54191,Marketing Research and Public Opinion Polling
1712,541910,Marketing Research and Public Opinion Polling
1713,54192,Photographic Services
1714,541921,"Photography Studios, Portrait"
1715,541922,Commercial Photography
1716,54193,Translation and Interpretation Services
1717,541930,Translation and Interpretation Services
1718,54194,Veterinary Services
1719,541940,Veterinary Services
1720,54199,"All Other Professional, Scientific, and Technical Services"
1721,541990,"All Other Professional, Scientific, and Technical Services"
1722,55,Management of Companies and Enterprises
1723,551,Management of Companies and Enterprises
1724,5511,Management of Companies and Enterprises
1725,55111,Management of Companies and Enterprises
1726,551111,Offices of Bank Holding Companies
1727,551112,Offices of Other Holding Companies
1728,551114,"Corporate, Subsidiary, and Regional Managing Offices"
1729,56,Administrative and Support and Waste Management and Remediation Services
1730,561,Administrative and Support Services
1731,5611,Office Administrative Services
1732,56111,Office Administrative Services
1733,561110,Office Administrative Services
1734,5612,Facilities Support Services
1735,56121,Facilities Support Services
1736,561210,Facilities Support Services
1737,5613,Employment Services
1738,56131,Employment Placement Agencies and Executive Search Services
1739,561311,Employment Placement Agencies
1740,561312,Executive Search Services
1741,56132,Temporary Help Services
1742,561320,Temporary Help Services
1743,56133,Professional Employer Organizations
1744,561330,Professional Employer Organizations
1745,5614,Business Support Services
1746,56141,Document Preparation Services
1747,561410,Document Preparation Services
1748,56142,Telephone Call Centers
1749,561421,Telephone Answering Services
1750,561422,Telemarketing Bureaus and Other Contact Centers
1751,56143,Business Service Centers
1752,561431,Private Mail Centers
1753,561439,Other Business Service Centers (including Copy Shops)
1754,56144,Collection Agencies
1755,561440,Collection Agencies
1756,56145,Credit Bureaus
1757,561450,Credit Bureaus
1758,56149,Other Business Support Services
1759,561491,Repossession Services
1760,561492,Court Reporting and Stenotype Services
1761,561499,All Other Business Support Services
1762,5615,Travel Arrangement and Reservation Services
1763,56151,Travel Agencies
1764,561510,Travel Agencies
1765,56152,Tour Operators
1766,561520,Tour Operators
1767,56159,Other Travel Arrangement and Reservation Services
1768,561591,Convention and Visitors Bureaus
1769,561599,All Other Travel Arrangement and Reservation Services
1770,5616,Investigation and Security Services
1771,56161,"Investigation, Guard, and Armored Car Services"
1772,561611,Investigation Services
1773,561612,Security Guards and Patrol Services
1774,561613,Armored Car Services
1775,56162,Security Systems Services
1776,561621,Security Systems Services (except Locksmiths)
1777,561622,Locksmiths
1778,5617,Services to Buildings and Dwellings
1779,56171,Exterminating and Pest Control Services
1780,561710,Exterminating and Pest Control Services
1781,56172,Janitorial Services
1782,561720,Janitorial Services
1783,56173,Landscaping Services
1784,561730,Landscaping Services
1785,56174,Carpet and Upholstery Cleaning Services
1786,561740,Carpet and Upholstery Cleaning Services
1787,56179,Other Services to Buildings and Dwellings
1788,561790,Other Services to Buildings and Dwellings
1789,5619,Other Support Services
1790,56191,Packaging and Labeling Services
1791,561910,Packaging and Labeling Services
1792,56192,Convention and Trade Show Organizers
1793,561920,Convention and Trade Show Organizers
1794,56199,All Other Support Services
1795,561990,All Other Support Services
1796,562,Waste Management and Remediation Services
1797,5621,Waste Collection
1798,56211,Waste Collection
1799,562111,Solid Waste Collection
1800,562112,Hazardous Waste Collection
1801,562119,Other Waste Collection
1802,5622,Waste Treatment and Disposal
1803,56221,Waste Treatment and Disposal
1804,562211,Hazardous Waste Treatment and Disposal
1805,562212,Solid Waste Landfill
1806,562213,Solid Waste Combustors and Incinerators
1807,562219,Other Nonhazardous Waste Treatment and Disposal
1808,5629,Remediation and Other Waste Management Services
1809,56291,Remediation Services
1810,562910,Remediation Services
1811,56292,Materials Recovery Facilities
1812,562920,Materials Recovery Facilities
1813,56299,All Other Waste Management Services
1814,562991,Septic Tank and Related Services
1815,562998,All Other Miscellaneous Waste Management Services
1816,61,Educational Services
1817,611,Educational Services
1818,6111,Elementary and Secondary Schools
1819,61111,Elementary and Secondary Schools
1820,611110,Elementary and Secondary Schools
1821,6112,Junior Colleges
1822,61121,Junior Colleges
1823,611210,Junior Colleges
1824,6113,"Colleges, Universities, and Professional Schools"
1825,61131,"Colleges, Universities, and Professional Schools"
1826,611310,"Colleges, Universities, and Professional Schools"
1827,6114,Business Schools and Computer and Management Training
1828,61141,Business and Secretarial Schools
1829,611410,Business and Secretarial Schools
1830,61142,Computer Training
1831,611420,Computer Training
1832,61143,Professional and Management Development Training
1833,611430,Professional and Management Development Training
1834,6115,Technical and Trade Schools
1835,61151,Technical and Trade Schools
1836,611511,Cosmetology and Barber Schools
1837,611512,Flight Training
1838,611513,Apprenticeship Training
1839,611519,Other Technical and Trade Schools
1840,6116,Other Schools and Instruction
1841,61161,Fine Arts Schools
1842,611610,Fine Arts Schools
1843,61162,Sports and Recreation Instruction
1844,611620,Sports and Recreation Instruction
1845,61163,Language Schools
1846,611630,Language Schools
1847,61169,All Other Schools and Instruction
1848,611691,Exam Preparation and Tutoring
1849,611692,Automobile Driving Schools
1850,611699,All Other Miscellaneous Schools and Instruction
1851,6117,Educational Support Services
1852,61171,Educational Support Services
1853,611710,Educational Support Services
1854,62,Health Care and Social Assistance
1855,621,Ambulatory Health Care Services
1856,6211,Offices of Physicians
1857,62111,Offices of Physicians
1858,621111,Offices of Physicians (except Mental Health Specialists)
1859,621112,"Offices of Physicians, Mental Health Specialists"
1860,6212,Offices of Dentists
1861,62121,Offices of Dentists
1862,621210,Offices of Dentists
1863,6213,Offices of Other Health Practitioners
1864,62131,Offices of Chiropractors
1865,621310,Offices of Chiropractors
1866,62132,Offices of Optometrists
1867,621320,Offices of Optometrists
1868,62133,Offices of Mental Health Practitioners (except Physicians)
1869,621330,Offices of Mental Health Practitioners (except Physicians)
1870,62134,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
1871,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
1872,62139,Offices of All Other Health Practitioners
1873,621391,Offices of Podiatrists
1874,621399,Offices of All Other Miscellaneous Health Practitioners
1875,6214,Outpatient Care Centers
1876,62141,Family Planning Centers
1877,621410,Family Planning Centers
1878,62142,Outpatient Mental Health and Substance Abuse Centers
1879,621420,Outpatient Mental Health and Substance Abuse Centers
1880,62149,Other Outpatient Care Centers
1881,621491,HMO Medical Centers
1882,621492,Kidney Dialysis Centers
1883,621493,Freestanding Ambulatory Surgical and Emergency Centers
1884,621498,All Other Outpatient Care Centers
1885,6215,Medical and Diagnostic Laboratories
1886,62151,Medical and Diagnostic Laboratories
1887,621511,Medical Laboratories
1888,621512,Diagnostic Imaging Centers
1889,6216,Home Health Care Services
1890,62161,Home Health Care Services
1891,621610,Home Health Care Services
1892,6219,Other Ambulatory Health Care Services
1893,62191,Ambulance Services
1894,621910,Ambulance Services
1895,62199,All Other Ambulatory Health Care Services
1896,621991,Blood and Organ Banks
1897,621999,All Other Miscellaneous Ambulatory Health Care Services
1898,622,Hospitals
1899,6221,General Medical and Surgical Hospitals
1900,62211,General Medical and Surgical Hospitals
1901,622110,General Medical and Surgical Hospitals
1902,6222,Psychiatric and Substance Abuse Hospitals
1903,62221,Psychiatric and Substance Abuse Hospitals
1904,622210,Psychiatric and Substance Abuse Hospitals
1905,6223,Specialty (except Psychiatric and Substance Abuse) Hospitals
1906,62231,Specialty (except Psychiatric and Substance Abuse) Hospitals
1907,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals
1908,623,Nursing and Residential Care Facilities
1909,6231,Nursing Care Facilities (Skilled Nursing Facilities)
1910,62311,Nursing Care Facilities (Skilled Nursing Facilities)
1911,623110,Nursing Care Facilities (Skilled Nursing Facilities)
1912,6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities"
1913,62321,Residential Intellectual and Developmental Disability Facilities
1914,623210,Residential Intellectual and Developmental Disability Facilities
1915,62322,Residential Mental Health and Substance Abuse Facilities
1916,623220,Residential Mental Health and Substance Abuse Facilities
1917,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly
1918,62331,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly
1919,623311,Continuing Care Retirement Communities
1920,623312,Assisted Living Facilities for the Elderly
1921,6239,Other Residential Care Facilities
1922,62399,Other Residential Care Facilities
1923,623990,Other Residential Care Facilities
1924,624,Social Assistance
1925,6241,Individual and Family Services
1926,62411,Child and Youth Services
